canonical_form,classification_path,classification_path_ids,classification_path_ranks,current_name_string,current_taxon_id,data_source_id,data_source_title,data_sources_number,edit_distance,global_id,gni_uuid,imported_at,in_curated_sources,is_known_name,local_id,match_type,match_value,name_string,prescore,score,supplied_name_string,taxon_id,url
Pseudoloxops bifasciatus,Animalia|Arthropoda|Insecta|Hemiptera|Miridae|Pseudoloxops|Pseudoloxops bifasciatus,1|54|216|809|4319|2009239|7845604,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,78cb81cf-80d4-5edf-8f52-a3edf0c7e856,2016-11-13T19:51:48Z,True,True,,2,Exact match by canonical form,"Pseudoloxops bifasciatus (Usinger, 1946)",3|0|0,0.988,Agave sisalana,7845604,
Asterolecanium robustum,Animalia|Arthropoda|Insecta|Hemiptera|Asterolecaniidae|Asterolecanium|Asterolecanium robustum,1|54|216|809|3265514|2089594|4290164,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,0f51056b-f8da-53e6-9cdb-5176cb72dda5,2016-11-13T18:55:08Z,True,True,,2,Exact match by canonical form,"Asterolecanium robustum Green, 1908",3|0|0,0.988,Agave sisalana,4290164,
Asterolecanium bambusae,Animalia|Arthropoda|Insecta|Hemiptera|Asterolecaniidae|Asterolecanium|Asterolecanium bambusae,1|54|216|809|3265514|2089594|4290165,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,7e6b6e5e-1ce7-5601-877e-667d8302de19,2016-11-13T18:54:05Z,True,True,,2,Exact match by canonical form,"Asterolecanium bambusae (Boisduval, 1869)",3|0|0,0.988,Agave sisalana,4290165,
Asterolecanium pseudomiliaris,Animalia|Arthropoda|Insecta|Hemiptera|Asterolecaniidae|Asterolecanium|Asterolecanium pseudomiliaris,1|54|216|809|3265514|2089594|4290167,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,257c8164-80dd-5c41-ae74-8346b22635d0,2016-11-13T18:55:13Z,True,True,,2,Exact match by canonical form,"Asterolecanium pseudomiliaris Green, 1922",3|0|0,0.988,Agave sisalana,4290167,
Asterolecanium pseudolanceolatum,,,,,,168,Index to Organism Names,24,0,,3315a3b8-19ad-5dc1-9afd-0d91a7a2681b,2012-02-09T17:30:24Z,True,True,,2,Exact match by canonical form,Asterolecanium pseudolanceolatum Takahashi 1933,3|0|0,0.988,Agave sisalana,128601298,http://www.organismnames.com/details.htm?lsid=3269130
Asterolecanium,Animalia|Arthropoda|Insecta|Hemiptera|Asterolecaniidae|Asterolecanium,1|54|216|809|3265514|2089594,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,74010b7e-5f86-5ced-889e-8c43033966b7,2016-11-13T21:58:49Z,True,True,,6,Could only match genus,Asterolecanium,1|0|0,0.75,Agave sisalana,2089594,
Asterolecanium miliaris,Animalia|Arthropoda|Insecta|Hemiptera|Asterolecaniidae|Asterolecanium|Asterolecanium miliaris,1|54|216|809|3265514|2089594|4290168,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d2ae9b51-ea5c-59df-916a-c4749042ee94,2016-11-13T18:54:06Z,True,True,,2,Exact match by canonical form,"Asterolecanium miliaris (Boisduval, 1869)",3|0|0,0.988,Agave sisalana,4290168,
Musa,Plantae|Tracheophyta|Liliopsida|Zingiberales|Musaceae|Musa,6|7707728|196|627|4686|2760990,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,9f76d062-c67b-5f6a-b521-4df03bcaf8d0,2016-11-13T19:58:05Z,True,True,,2,Exact match by canonical form,Musa L.,1|0|0,0.75,Agave sisalana,2760990,
Adoretus sinicus,Animalia|Arthropoda|Insecta|Coleoptera|Rutelidae|Adoretus|Adoretus sinicus,1|54|216|1470|4425773|1065060|4293553,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,33af2a28-0427-5017-b64a-bac8d6c342a2,2016-11-13T23:05:27Z,True,True,,2,Exact match by canonical form,"Adoretus sinicus Burmeister, 1855",3|0|0,0.988,Agave sisalana,4293553,
Cosmopolites sordidus,Animalia|Arthropoda|Insecta|Coleoptera|Dryophthoridae|Cosmopolites|Cosmopolites sordidus,1|54|216|1470|8494|1169984|1169988,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,40655708-48c4-5bde-a69d-4bc643c4bcf9,2016-11-13T19:33:52Z,True,True,,2,Exact match by canonical form,"Cosmopolites sordidus Marshall, G.A.K., 1930",3|0|0,0.988,Agave sisalana,1169988,
Polytus mellerborgi,Animalia|Arthropoda|Insecta|Coleoptera|Dryophthoridae|Polytus|Polytus mellerborgi,1|54|216|1470|8494|1169439|1169443,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,75a10766-1be9-5079-afb6-29b5fd66b769,2016-11-13T19:59:07Z,True,True,,2,Exact match by canonical form,"Polytus mellerborgi Heller, K.M., 1927",3|0|0,0.988,Agave sisalana,1169443,
Leptoglossus australis,Animalia|Arthropoda|Insecta|Hemiptera|Coreidae|Leptoglossus|Leptoglossus gonagra,1|54|216|809|9649|2050115|5156106,kingdom|phylum|class|order|family|genus|species,"Leptoglossus gonagra (Fabricius, 1775)",5156106,11,GBIF Backbone Taxonomy,24,0,,8b965375-dbe4-5f5f-8cbf-e610462a32fc,2016-11-13T22:36:24Z,True,True,,2,Exact match by canonical form,"Leptoglossus australis (Fabricius, 1775)",3|0|0,0.988,Agave sisalana,7832229,
Planococcus citri,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Planococcus|Planococcus lilacinus,1|54|216|809|4534|2095382|5164205,kingdom|phylum|class|order|family|genus|species,"Planococcus lilacinus (Cockerell, 1905)",5164205,11,GBIF Backbone Taxonomy,24,0,,d2b4ebfa-cbec-5551-bb28-e6a249a27c98,2016-11-13T20:29:50Z,True,True,,2,Exact match by canonical form,"Planococcus citri McKenzie, 1967",3|0|0,0.988,Agave sisalana,8194649,
Aspidiotus excisus,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Aspidiotus|Aspidiotus excisus,1|54|216|809|4521|5161675|5161743,kingdom|phylum|class|order|family|genus|species,"Aspidiotus excisus Green, 1896",5161743,11,GBIF Backbone Taxonomy,24,0,,fa41d2b9-4519-5ab5-a5c6-2f2c3d510f97,2016-11-13T19:34:12Z,True,True,,2,Exact match by canonical form,"Aspidiotus excisus Leonardi, 1898",3|0|0,0.988,Agave sisalana,7789490,
Ferrisia virgata,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Ferrisia|Ferrisia malvastra,1|54|216|809|4534|8268438|5164047,kingdom|phylum|class|order|family|genus|species,"Ferrisia malvastra (McDaniel, 1962)",5164047,11,GBIF Backbone Taxonomy,24,0,,c7816dba-fdac-53fe-a5c4-8549144ca912,2016-11-13T20:45:50Z,True,True,,2,Exact match by canonical form,"Ferrisia virgata Ben-Dov, 1980",3|0|0,0.988,Agave sisalana,8382558,
Proutista moesta,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Proutista|Proutista moesta,1|54|216|809|4247|2062851|2062873,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,934d05f5-e1ef-56b6-b9ec-03920312a6dd,2016-11-13T21:06:25Z,True,True,,2,Exact match by canonical form,"Proutista moesta (Westwood, 1851)",3|0|0,0.988,Agave sisalana,2062873,
Lamenia caliginea,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Lamenia|Lamenia caliginea,1|54|216|809|4247|2063214|2063240,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e32fb76b-30e7-5a85-bafe-9ff95efa8e46,2016-11-13T21:00:10Z,True,True,,2,Exact match by canonical form,"Lamenia caliginea (Stål, 1854)",3|0|0,0.988,Agave sisalana,2063240,
Ischnaspis longirostris,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Ischnaspis|Ischnaspis longirostris,1|54|216|809|4521|2083123|5161411,kingdom|phylum|class|order|family|genus|species,"Ischnaspis longirostris (Signoret, 1882)",5161411,11,GBIF Backbone Taxonomy,24,0,,1b18f57d-dc5c-5a10-9ac0-2538a0d9acd4,2016-11-13T20:19:06Z,True,True,,2,Exact match by canonical form,"Ischnaspis longirostris Hempel, 1900",3|0|0,0.988,Agave sisalana,7984889,
Pseudococcus microadonidum,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Pseudococcus|Pseudococcus microadonidum,1|54|216|809|4534|2081087|2095276,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b5163737-abbf-5bc2-a531-9f90460469d2,2016-11-13T20:21:49Z,True,True,,2,Exact match by canonical form,"Pseudococcus microadonidum Beardsley, 1966",3|0|0,0.988,Agave sisalana,2095276,
Pseudococcus orchidicola,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Pseudococcus|Pseudococcus orchidicola,1|54|216|809|4534|2081087|2095308,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,02372a48-e182-5a31-bb3c-7cd2621da654,2016-11-13T20:22:50Z,True,True,,2,Exact match by canonical form,"Pseudococcus orchidicola Takahashi, 1939",3|0|0,0.988,Agave sisalana,2095308,
Diaspis boisduvalii,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Diaspis|Diaspis boisduvalii,1|54|216|809|4521|2087402|2087459,kingdom|phylum|class|order|family|genus|species,"Diaspis boisduvalii Signoret, 1869",2087459,11,GBIF Backbone Taxonomy,24,0,,0116a654-b1ae-5e6b-b31a-299072c8a1c8,2016-11-13T19:39:09Z,True,True,,2,Exact match by canonical form,"Diaspis boisduvalii Borchsenius, 1966",3|0|0,0.988,Agave sisalana,8344593,
Saissetia coffeae,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Saissetia|Saissetia coffeae,1|54|216|809|6963|2091083|5163470,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,2171997d-9624-5488-897b-2df7b23488bb,2016-11-13T20:51:06Z,True,True,,2,Exact match by canonical form,"Saissetia coffeae (Walker, 1852)",3|0|0,0.988,Agave sisalana,5163470,
Chrysomphalus dictyospermi,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Chrysomphalus|Chrysomphalus dictyospermi,1|54|216|809|4521|2083434|2083463,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,c7a93d61-76ce-545a-ab24-002f677dd16f,2016-11-13T21:04:09Z,True,True,,2,Exact match by canonical form,"Chrysomphalus dictyospermi (Morgan, 1889)",3|0|0,0.988,Agave sisalana,2083463,
Coccus viridis,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Coccus|Coccus viridis,1|54|216|809|6963|2049629|5163369,kingdom|phylum|class|order|family|genus|species,"Coccus viridis (Green, 1889)",5163369,11,GBIF Backbone Taxonomy,24,0,,f2669622-69c2-5609-912f-f799722f0944,2016-11-13T20:58:25Z,True,True,,2,Exact match by canonical form,"Coccus viridis Fernald, 1903",3|0|0,0.988,Agave sisalana,8034111,
Coccus hesperidum,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Coccus|Coccus hesperidum,1|54|216|809|6963|2049629|5712981,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,36538c04-d5dc-564a-9a19-5865af379d97,2016-11-13T21:15:06Z,True,True,,2,Exact match by canonical form,"Coccus hesperidum Linnaeus, 1758",3|0|0,0.988,Agave sisalana,5712981,
Steatococcus samaraius,Animalia|Arthropoda|Insecta|Hemiptera|Margarodidae|Steatococcus|Steatococcus samaraius,1|54|216|809|8651|2079873|2079883,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,07e5e77a-3100-5a2c-a97e-1023eeaeacfa,2016-11-13T19:52:30Z,True,True,,2,Exact match by canonical form,"Steatococcus samaraius Morrison, 1927",3|0|0,0.988,Agave sisalana,2079883,
Aonidiella inornata,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Aonidiella|Aonidiella inornata,1|54|216|809|4521|2082961|2083004,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d13b60b8-6022-5639-8a3f-a51c5979d324,2016-11-13T19:04:10Z,True,True,,2,Exact match by canonical form,"Aonidiella inornata McKenzie, 1938",3|0|0,0.988,Agave sisalana,2083004,
Aonidiella aurantii,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Aonidiella|Aonidiella taxus,1|54|216|809|4521|2082961|2082988,kingdom|phylum|class|order|family|genus|species,"Aonidiella taxus Leonardi, 1906",2082988,11,GBIF Backbone Taxonomy,24,0,,caaa7803-ff1d-57f1-a232-2277e0988b92,2016-11-13T18:56:57Z,True,True,,2,Exact match by canonical form,"Aonidiella aurantii Berlese & Leonardi, 1895",3|0|0,0.988,Agave sisalana,2082966,
Pentalonia nigronervosa,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Pentalonia|Pentalonia nigronervosa,1|54|216|809|3042|2074687|2074692,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,16bba3de-53e1-5135-88b3-dd6c349b69f9,2016-11-13T23:08:49Z,True,True,,2,Exact match by canonical form,"Pentalonia nigronervosa Coquerel, 1859",3|0|0,0.988,Agave sisalana,2074692,
Aphis gossypii,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Aphis|Aphis gossypii|Aphis gossypii gossypii,1|54|216|809|3042|8643682|2072734|7199251,kingdom|phylum|class|order|family|genus|species|subspecies,Aphis gossypii subsp. gossypii,7199251,11,GBIF Backbone Taxonomy,24,0,,1f6537f3-c53b-54b4-87a7-c0a1c9e664b1,2016-11-13T20:19:44Z,True,True,,1,Exact string match,Aphis gossypii,3|0|0,0.988,Agave sisalana,8223925,
Spodoptera litura,Animalia|Arthropoda|Insecta|Lepidoptera|Noctuidae|Spodoptera|Spodoptera litura,1|54|216|797|7015|1765207|5109882,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e45f3474-0436-53e9-b4f6-ca0ac09b9dca,2016-11-13T22:11:08Z,True,True,,2,Exact match by canonical form,"Spodoptera litura Fabricius, 1775",3|0|0,0.988,Agave sisalana,5109882,
Erionota thrax,Animalia|Arthropoda|Insecta|Lepidoptera|Hesperiidae|Erionota|Erionota thrax,1|54|216|797|6953|1946721|1946737,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5401eb27-7eac-5b16-b7a9-70ed7f9e242a,2016-11-13T22:22:23Z,True,True,,2,Exact match by canonical form,"Erionota thrax Linnaeus, 1767",3|0|0,0.988,Agave sisalana,1946737,
Eudocima fullonia,Animalia|Arthropoda|Insecta|Lepidoptera|Noctuidae|Othreis|Othreis fullonia,1|54|216|797|7015|1772611|1772630,kingdom|phylum|class|order|family|genus|species,"Othreis fullonia Clerck, 1764",1772630,11,GBIF Backbone Taxonomy,24,0,,bbd25b6f-9a48-5b82-ba25-d3cfbcd43072,2016-11-13T22:05:08Z,True,True,,2,Exact match by canonical form,"Eudocima fullonia (Clerck, 1764)",3|0|0,0.988,Agave sisalana,4687390,
Valanga excavata,Animalia|Arthropoda|Insecta|Orthoptera|Acrididae|Valanga|Valanga excavata,1|54|216|1458|9394|1707447|1707539,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,244c11bb-ec58-5aeb-98a5-0c8f538c10ee,2016-11-13T22:24:27Z,True,True,,2,Exact match by canonical form,"Valanga excavata (Stål, 1861)",3|0|0,0.988,Agave sisalana,1707539,
Valanga nigricornis,Animalia|Arthropoda|Insecta|Orthoptera|Acrididae|Valanga|Valanga nigricornis,1|54|216|1458|9394|1707447|1707497,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d1610622-8e5c-5cf8-a676-454e5733bb04,2016-11-13T22:24:44Z,True,True,,2,Exact match by canonical form,"Valanga nigricornis (Burmeister, H., 1838)",3|0|0,0.988,Agave sisalana,1707497,
Phaseolus,Animalia|Mollusca|Bivalvia|Nuculanoida|Phaseolidae|Phaseolus,1|52|137|8105257|4587869|2285633,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,ab46891a-e21b-566f-80c2-5acd9636bc54,2016-11-13T20:23:50Z,True,True,,2,Exact match by canonical form,"Phaseolus Monterosato, 1875",1|0|0,0.75,Agave sisalana,2285633,
Polyphagotarsonemus latus,Animalia|Arthropoda|Arachnida|Prostigmata|Tarsonemidae|Polyphagotarsonemus|Polyphagotarsonemus latus,1|54|367|372|6059|2131853|2131854,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,60e57175-b317-5340-9a32-c77249af8c10,2016-11-13T22:35:48Z,True,True,,2,Exact match by canonical form,"Polyphagotarsonemus latus (Banks, 1904)",3|0|0,0.988,Agave sisalana,2131854,
Tetranychus tumidus,Animalia|Arthropoda|Arachnida|Prostigmata|Tetranychidae|Tetranychus|Tetranychus tumidus,1|54|367|372|6057|2130777|2130247,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,6ae0335a-b78e-5a46-b506-3d84d6083842,2016-11-13T19:48:27Z,True,True,,2,Exact match by canonical form,"Tetranychus tumidus Banks, 1900",3|0|0,0.988,Agave sisalana,2130247,
Pagria signata,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Pagria|Pagria signata,1|54|216|1470|7780|1047956|1047957,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9d689618-565f-55c5-a23a-159b602171ff,2016-11-13T20:07:48Z,True,True,,2,Exact match by canonical form,"Pagria signata (Motschulsky, 1858)",3|0|0,0.988,Agave sisalana,1047957,
Ophiomyia phaseoli,Animalia|Arthropoda|Insecta|Diptera|Agromyzidae|Ophiomyia|Ophiomyia phaseoli,1|54|216|811|3329|1552947|1553148,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d481ce06-8273-5f24-83fe-63dd0d9d2932,2016-11-13T19:52:45Z,True,True,,2,Exact match by canonical form,"Ophiomyia phaseoli (Tryon, 1951)",3|0|0,0.988,Agave sisalana,1553148,
Melanagromyza sojae,Animalia|Arthropoda|Insecta|Diptera|Agromyzidae|Melanagromyza|Melanagromyza sojae,1|54|216|811|3329|1554236|1554642,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,24ffa520-e392-55ba-b671-846a4c0b295b,2016-11-13T19:51:04Z,True,True,,2,Exact match by canonical form,"Melanagromyza sojae Zehntner, 1900",3|0|0,0.988,Agave sisalana,1554642,
Liriomyza sativae,Animalia|Arthropoda|Insecta|Diptera|Agromyzidae|Liriomyza|Liriomyza sativae,1|54|216|811|3329|1553283|1553757,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1c14aa16-ed31-5afc-9177-24ee39b6e4df,2016-11-13T19:54:27Z,True,True,,2,Exact match by canonical form,"Liriomyza sativae Blanchard, 1938",3|0|0,0.988,Agave sisalana,1553757,
Liriomyza trifolii,Animalia|Arthropoda|Insecta|Diptera|Agromyzidae|Liriomyza|Liriomyza trifolii,1|54|216|811|3329|1553283|1553384,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e1db59ef-ec0a-57e2-b198-fa26606e2ecd,2016-11-13T19:53:49Z,True,True,,2,Exact match by canonical form,"Liriomyza trifolii Burgess, 1880",3|0|0,0.988,Agave sisalana,1553384,
Nysius,Animalia|Arthropoda|Insecta|Hemiptera|Lygaeidae|Nysius,1|54|216|809|7888|2007771,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,7fee39aa-66d1-5ed2-b6fa-da6925f47489,2016-11-13T20:08:24Z,True,True,,6,Could only match genus,"Nysius Dallas, 1852",1|0|0,0.75,Agave sisalana,2007771,
Lygus trukensis,Animalia|Arthropoda|Insecta|Hemiptera|Miridae|Lygus|Lygus trukensis,1|54|216|809|4319|2010563|8054296,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,27e8f651-95dc-5311-83a8-8856a18560bf,2016-11-13T19:42:45Z,True,True,,2,Exact match by canonical form,"Lygus trukensis Carvalho, 1956",3|0|0,0.988,Agave sisalana,8054296,
Brachyplatus insularis,,,,,,168,Index to Organism Names,24,1,,f3784f7f-a7f0-5953-b3b9-ffafbcfb7454,2012-02-09T17:21:15Z,True,True,,3,Fuzzy match by canonical form,Brachyplatus insularis Ruckes 1963,1|0|0,0.75,Agave sisalana,127928625,http://www.organismnames.com/details.htm?lsid=2593536
Nezara viridula,Animalia|Arthropoda|Insecta|Hemiptera|Pentatomidae|Nezara viridula,1|54|216|809|9650|8550692,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,1501982d-093f-5f7c-bc4c-375bf3e8cda6,2016-11-13T22:23:08Z,True,True,,2,Exact match by canonical form,Nezara viridula Linnaeus,3|0|0,0.988,Agave sisalana,8550692,
Piezodorus hybneri,,,,,,168,Index to Organism Names,24,0,,31b1f49f-a233-526d-8325-42f712a5b681,2012-02-09T16:35:16Z,True,True,,1,Exact string match,Piezodorus hybneri,3|0|0,0.988,Agave sisalana,126116574,http://www.organismnames.com/details.htm?lsid=581081
Halticus tibialis,Animalia|Arthropoda|Insecta|Hemiptera|Miridae|Halticus|Halticus tibialis,1|54|216|809|4319|2010238|5812901,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d1feb3a7-98bd-569b-a507-bbcea3c12f01,2016-11-13T19:41:50Z,True,True,,2,Exact match by canonical form,"Halticus tibialis Reuter, 1891",3|0|0,0.988,Agave sisalana,5812901,
Coptosoma xanthogramma,,,,,,168,Index to Organism Names,24,0,,e0930252-198c-57eb-9c48-095e7c04cf36,2012-02-09T16:38:18Z,True,True,,1,Exact string match,Coptosoma xanthogramma,3|0|0,0.988,Agave sisalana,127778496,http://www.organismnames.com/details.htm?lsid=2435985
Empoasca pitiensis,Animalia|Arthropoda|Insecta|Hemiptera|Cicadellidae|Empoasca|Empoasca pitiensis,1|54|216|809|9647|8222044|5986019,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5780c6fe-bdc2-5da8-a93a-16e51a84e646,2016-11-13T18:57:19Z,True,True,,2,Exact match by canonical form,"Empoasca pitiensis Metcalf, 1946",3|0|0,0.988,Agave sisalana,5986019,
Leptocentrus taurus,Animalia|Arthropoda|Insecta|Hemiptera|Membracidae|Leptocentrus|Leptocentrus taurus,1|54|216|809|7889|2021984|2022062,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,17b55605-934a-5793-8553-c6acc59d8473,2016-11-13T21:37:08Z,True,True,,2,Exact match by canonical form,Leptocentrus taurus Fabricius,3|0|0,0.988,Agave sisalana,2022062,
Exitianus capicola,Animalia|Arthropoda|Insecta|Hemiptera|Cicadellidae|Exitianus|Exitianus capicola,1|54|216|809|9647|2048891|2048896,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,71af9959-57c7-54a8-be45-c9756cb14770,2016-11-13T19:02:28Z,True,True,,2,Exact match by canonical form,"Exitianus capicola Stål, 1855",3|0|0,0.988,Agave sisalana,2048896,
Bemisia tabaci,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Bemisia|Bemisia tabaci,1|54|216|809|4304|2012123|2012126,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,492dce53-1c4a-5583-b299-3d88b4505c6b,2016-11-13T19:02:06Z,True,True,,2,Exact match by canonical form,"Bemisia tabaci (Gennadius, 1889)",3|0|0,0.988,Agave sisalana,2012126,
Myzus persicae,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Myzus|Myzus persicae,1|54|216|809|3042|2076150|2076179,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9a8ed197-e091-5339-90ec-d806e7f0358b,2016-11-13T21:31:06Z,True,True,,2,Exact match by canonical form,"Myzus persicae (Sulzer, 1776)",3|0|0,0.988,Agave sisalana,2076179,
Aphis craccivora,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Aphis|Aphis craccivora|Aphis craccivora craccivora,1|54|216|809|3042|8643682|8414954|7044774,kingdom|phylum|class|order|family|genus|species|subspecies,Aphis craccivora subsp. craccivora,7044774,11,GBIF Backbone Taxonomy,24,0,,d7734fde-1266-5b21-a3e9-8e675522ddb5,2016-11-13T20:27:46Z,True,True,,1,Exact string match,Aphis craccivora,3|0|0,0.988,Agave sisalana,2072061,
Maruca testulalis,Animalia|Arthropoda|Insecta|Lepidoptera|Crambidae|Maruca|Maruca testulalis,1|54|216|797|8841|1886725|1886730,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d275a1f8-0819-5d4f-aa18-75f411c87918,2016-11-13T21:04:05Z,True,True,,2,Exact match by canonical form,"Maruca testulalis Geyer, 1832",3|0|0,0.988,Agave sisalana,1886730,
Spodoptera mauritia,|Baculoviridae|Nucleopolyhedrovirus|Spodoptera mauritia,8|1925|8616038|8461173,kingdom|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1bc1d33f-6d1c-5291-bbe9-d86216baa6d0,2016-11-13T20:11:50Z,True,True,,2,Exact match by canonical form,Spodoptera mauritia NPV,3|0|0,0.988,Agave sisalana,8461173,
Cryptophlebia ombrodelta,Animalia|Arthropoda|Insecta|Lepidoptera|Tortricidae|Cryptophlebia|Cryptophlebia ombrodelta,1|54|216|797|5343|1736951|1737015,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b2f2bd3c-527e-57ee-adc0-95fc842e3c52,2016-11-13T21:30:48Z,True,True,,2,Exact match by canonical form,"Cryptophlebia ombrodelta Lower, 1898",3|0|0,0.988,Agave sisalana,1737015,
Etiella zinckenella,Animalia|Arthropoda|Insecta|Lepidoptera|Pyralidae|Etiella|Etiella zinckenella,1|54|216|797|5336|1870449|1870450,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8bc932c0-699a-5838-804d-e47a9c297432,2016-11-13T21:39:11Z,True,True,,2,Exact match by canonical form,"Etiella zinckenella Treitschke, 1832",3|0|0,0.988,Agave sisalana,1870450,
Lamprosema diemenalis,,,,,,168,Index to Organism Names,24,0,,744912c9-98df-507f-92bb-abe4fdccc334,2012-02-09T16:56:46Z,True,True,,1,Exact string match,Lamprosema diemenalis,3|0|0,0.988,Agave sisalana,125627612,http://www.organismnames.com/details.htm?lsid=67727
Adoxophyes melia,Animalia|Arthropoda|Insecta|Lepidoptera|Tortricidae|Adoxophyes|Adoxophyes melia,1|54|216|797|5343|1740434|1740496,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,eacea9ce-7d94-542e-965a-61841dce5681,2016-11-13T22:50:51Z,True,True,,2,Exact match by canonical form,"Adoxophyes melia Clarke, 1976",3|0|0,0.988,Agave sisalana,1740496,
