canonical_form,classification_path,classification_path_ids,classification_path_ranks,current_name_string,current_taxon_id,data_source_id,data_source_title,data_sources_number,edit_distance,global_id,gni_uuid,imported_at,in_curated_sources,is_known_name,local_id,match_type,match_value,name_string,prescore,score,supplied_name_string,taxon_id,url
Theobroma cacao,Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Theobroma|Theobroma cacao,6|7707728|220|941|6685|2984934|3152205,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8baed9bd-9b5c-59f6-b582-fb828c523d07,2016-11-13T21:13:24Z,True,True,,2,Exact match by canonical form,Theobroma cacao L.,3|0|0,0.988,Agave sisalana,3152205,
Xyleborus similis,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus similis,1|54|216|1470|4239|1232636|7409593,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8cc3aac2-b741-55f5-add5-af2ac2d5ca47,2016-11-13T19:50:05Z,True,True,,2,Exact match by canonical form,"Xyleborus similis Eggers, 1927c",3|0|0,0.988,Agave sisalana,7409593,
Pelargoderus luteosparsus,Animalia|Arthropoda|Insecta|Coleoptera|Cerambycidae|Pelargoderus|Pelargoderus luteosparsus,1|54|216|1470|5602|1102255|1102275,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e065fe70-2ab1-5fc8-8848-7b8831485342,2016-11-13T20:20:46Z,True,True,,2,Exact match by canonical form,"Pelargoderus luteosparsus (Matsushita, 1935)",3|0|0,0.988,Agave sisalana,1102275,
Coenobius glochidionis,,,,,,168,Index to Organism Names,24,0,,be183d5d-8ce3-56e7-a1b1-c3b0fb5efb3e,2012-02-09T17:23:46Z,True,True,,2,Exact match by canonical form,Coenobius (Coenobius) glochidionis,3|0|0,0.988,Agave sisalana,128109614,http://www.organismnames.com/details.htm?lsid=2775694
Xyleborus ferrugineus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus ferrugineus,1|54|216|1470|4239|1232636|5020459,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,09d99c23-de6f-5488-9d53-080a5bec2362,2016-11-13T19:50:05Z,True,True,,2,Exact match by canonical form,"Xyleborus ferrugineus Wood & Bright, 1992",3|0|0,0.988,Agave sisalana,5020459,
Eusyphax bivittatus,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Eusyphax|Eusyphax bivittatus,1|54|216|809|4247|2061885|7375840,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,6688b721-c064-5d26-b96a-1412480b90af,2016-11-13T19:03:28Z,True,True,,2,Exact match by canonical form,"Eusyphax bivittatus (Metcalf, 1946)",3|0|0,0.988,Agave sisalana,7375840,
Toxoptera aurantii,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Aphis|Aphis gossypii|Aphis gossypii gossypii,1|54|216|809|3042|8643682|2072734|7199251,kingdom|phylum|class|order|family|genus|species|subspecies,Aphis gossypii subsp. gossypii,7199251,11,GBIF Backbone Taxonomy,24,0,,d2e5c8ba-623f-5864-80f5-95a3a0b1f913,2016-11-13T20:19:44Z,True,True,,1,Exact string match,Toxoptera aurantii,3|0|0,0.988,Agave sisalana,2075867,
Tiracola plagiata,Animalia|Arthropoda|Insecta|Lepidoptera|Noctuidae|Tiracola|Tiracola plagiata,1|54|216|797|7015|1762640|1762657,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,87545bd3-e5bf-5852-97a5-7767cc79f230,2016-11-13T22:53:06Z,True,True,,2,Exact match by canonical form,"Tiracola plagiata Walker, 1857",3|0|0,0.988,Agave sisalana,1762657,
Cocos nucifera,Plantae|Tracheophyta|Liliopsida|Arecales|Arecaceae|Cocos|Cocos nucifera,6|7707728|196|552|7681|2735116|2735117,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,127addc3-adb6-570d-8858-fa2b58c97d27,2016-11-13T21:43:28Z,True,True,,2,Exact match by canonical form,Cocos nucifera L.,3|0|0,0.988,Agave sisalana,2735117,
Brontispa chalybeipennis,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Brontispa|Brontispa chalybeipennis,1|54|216|1470|7780|1048751|1048753,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,73b70d16-1e69-5ce5-a11f-580b970daa03,2016-11-13T19:51:45Z,True,True,,2,Exact match by canonical form,"Brontispa chalybeipennis (Zacher, 1913)",3|0|0,0.988,Agave sisalana,1048753,
Brontispa mariana,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Brontispa|Brontispa mariana,1|54|216|1470|7780|1048751|1048754,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5d897f55-5139-5aab-ba24-2766a7fd103e,2016-11-13T19:50:46Z,True,True,,2,Exact match by canonical form,"Brontispa mariana Spaeth, 1937",3|0|0,0.988,Agave sisalana,1048754,
Brontispa palauensis,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Brontispa|Brontispa palauensis,1|54|216|1470|7780|1048751|1048752,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9e854d5e-1783-5150-bf2b-f3bc6579b2e1,2016-11-13T19:49:45Z,True,True,,2,Exact match by canonical form,"Brontispa palauensis (Esaki & Chûjô, 1940)",3|0|0,0.988,Agave sisalana,1048752,
Caroliniella aenescens,Animalia|Arthropoda|Insecta|Coleoptera|Cerambycidae|Caroliniella|Caroliniella aenescens,1|54|216|1470|5602|1143223|1143224,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,4fb9e5b2-7a9c-5a06-a377-ffa7e616ddbf,2016-11-13T20:47:27Z,True,True,,2,Exact match by canonical form,"Caroliniella aenescens Blair, 1940",3|0|0,0.988,Agave sisalana,1143224,
Trochorhopalus strangulatus,Animalia|Arthropoda|Insecta|Coleoptera|Dryophthoridae|Trochorhopalus|Trochorhopalus strangulatus,1|54|216|1470|8494|1169302|1169308,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,c52608f8-08fc-58bc-80b5-f2683c0eb0ac,2016-11-13T19:50:28Z,True,True,,2,Exact match by canonical form,"Trochorhopalus strangulatus Hustache, A., 1924",3|0|0,0.988,Agave sisalana,1169308,
Rhabdoscelus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Rhabdoscelus,1|54|216|1470|4239|3263747,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,9a84599c-d5da-5948-90f7-1f65b930df8c,2016-11-13T20:05:09Z,True,True,,6,Could only match genus,"Rhabdoscelus Marshall, 1943",1|0|0,0.75,Agave sisalana,3263747,
Astegopteryx rhapidis,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Astegopteryx|Astegopteryx rhapidis,1|54|216|809|3042|2075119|2075144,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,c2908bcd-9f4e-5cdc-8b93-6b75bf46094b,2016-11-13T22:26:30Z,True,True,,2,Exact match by canonical form,"Astegopteryx rhapidis (van der Goot, 1917)",3|0|0,0.988,Agave sisalana,2075144,
Aleurocanthus palauensis,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Aleurocanthus|Aleurocanthus palauensis,1|54|216|809|4304|2012156|8354964,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,328a15e5-8a62-5c38-b8e0-bb502504d742,2016-11-13T18:54:28Z,True,True,,2,Exact match by canonical form,"Aleurocanthus palauensis Kuwana, 1931",3|0|0,0.988,Agave sisalana,8354964,
Aleurodicus dispersus,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Aleurodicus|Aleurodicus dispersus,1|54|216|809|4304|2012121|2012122,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d11251ac-3931-5ed1-b8d2-753b32f7f5a3,2016-11-13T19:06:28Z,True,True,,2,Exact match by canonical form,"Aleurodicus dispersus Russell, 1965",3|0|0,0.988,Agave sisalana,2012122,
Aonidiella comperei,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Aonidiella|Aonidiella comperei,1|54|216|809|4521|2082961|2082986,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e894715d-4e94-5d55-8b2c-da24ac9fd37b,2016-11-13T19:28:50Z,True,True,,2,Exact match by canonical form,"Aonidiella comperei McKenzie, 1937",3|0|0,0.988,Agave sisalana,2082986,
Aonidiella eremocitri,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Aonidiella|Aonidiella eremocitri,1|54|216|809|4521|2082961|2083038,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,81b64423-f4c1-5fdc-b504-3dc0ec130a9b,2016-11-13T19:09:34Z,True,True,,2,Exact match by canonical form,"Aonidiella eremocitri McKenzie, 1937",3|0|0,0.988,Agave sisalana,2083038,
Lepidosaphes esakii,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes esakii,1|54|216|809|4521|2088966|2089305,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8fd49793-3cdb-51db-86bd-9bafb94dad0d,2016-11-13T22:05:48Z,True,True,,2,Exact match by canonical form,"Lepidosaphes esakii Takahashi, 1939",3|0|0,0.988,Agave sisalana,2089305,
Lamenia numitor,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Lamenia|Lamenia numitor,1|54|216|809|4247|2063214|2063223,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1ca289e2-ad04-5d29-b119-0dea1a3692ca,2016-11-13T20:59:47Z,True,True,,2,Exact match by canonical form,"Lamenia numitor Fennah, 1956",3|0|0,0.988,Agave sisalana,2063223,
Lallemandana phalerata,Animalia|Arthropoda|Insecta|Hemiptera|Aphrophoridae|Lallemandana|Lallemandana phalerata,1|54|216|809|3764|2016635|2016693,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,73dc93d4-30a0-5257-b08d-f901d4ab72a3,2016-11-13T19:00:49Z,True,True,,2,Exact match by canonical form,"Lallemandana phalerata (Stål, 1854)",3|0|0,0.988,Agave sisalana,2016693,
Leptynoptera sulfurea,Animalia|Arthropoda|Insecta|Hemiptera|Triozidae|Leptynoptera|Leptynoptera sulfurea,1|54|216|809|7631|2014479|2014481,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,0e083446-5e97-50e6-9dc3-92ce68a33fa1,2016-11-13T20:43:28Z,True,True,,2,Exact match by canonical form,"Leptynoptera sulfurea Crawford, 1919",3|0|0,0.988,Agave sisalana,2014481,
Palmicultor guamensis,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Palmicultor|Palmicultor guamensis,1|54|216|809|4534|2093289|2093292,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,88348791-13b9-5598-96ae-fb9028844b25,2016-11-13T20:20:06Z,True,True,,2,Exact match by canonical form,"Palmicultor guamensis Beardsley, 1966",3|0|0,0.988,Agave sisalana,2093292,
Furcaspis oceanica,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Furcaspis|Furcaspis oceanica,1|54|216|809|4521|2086421|2086435,kingdom|phylum|class|order|family|genus|species,"Furcaspis oceanica Lindinger, 1909",2086435,11,GBIF Backbone Taxonomy,24,0,,95365832-3c37-58fa-8dd1-cbd1c90107ae,2016-11-13T19:36:51Z,True,True,,2,Exact match by canonical form,"Furcaspis oceanica Borchsenius, 1966",3|0|0,0.988,Agave sisalana,7430813,
Flaccia dione,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Flaccia|Flaccia dione,1|54|216|809|4247|2061901|2061914,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8dbdb97d-6005-52be-a4da-e54ea2e0d8d4,2016-11-13T21:03:49Z,True,True,,2,Exact match by canonical form,"Flaccia dione Fennah, 1956",3|0|0,0.988,Agave sisalana,2061914,
Exitianus plebeius,Animalia|Arthropoda|Insecta|Hemiptera|Cicadellidae|Exitianus|Exitianus plebeius,1|54|216|809|9647|2048891|2048922,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d2e94f47-365c-5b8a-80b8-5f345d2a14cf,2016-11-13T19:02:06Z,True,True,,2,Exact match by canonical form,"Exitianus plebeius Kirkaldy, 1906",3|0|0,0.988,Agave sisalana,2048922,
Dysmicoccus saipanensis,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Dysmicoccus|Dysmicoccus cocotis,1|54|216|809|4534|2092782|2092785,kingdom|phylum|class|order|family|genus|species,"Dysmicoccus cocotis (Maskell, 1890)",2092785,11,GBIF Backbone Taxonomy,24,0,,f4e59377-05ac-5201-ad9f-3b1266df5c83,2016-11-13T20:14:45Z,True,True,,2,Exact match by canonical form,"Dysmicoccus saipanensis Beardsley, 1966",3|0|0,0.988,Agave sisalana,2092786,
Swezeyia zephyra,Animalia|Arthropoda|Insecta|Hemiptera|Derbidae|Swezeyia|Swezeyia zephyra,1|54|216|809|4247|2062754|2062771,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,2,,3f8197d9-ee82-5ff0-a379-598ee2041f3c,2016-11-13T21:12:29Z,True,True,,3,Fuzzy match by canonical form,"Swezeyia zephyra Fennah, 1956",1|0|0,0.75,Agave sisalana,2062771,
Protalebrella brasiliensis,Animalia|Arthropoda|Insecta|Hemiptera|Cicadellidae|Protalebrella|Protalebrella brasiliensis,1|54|216|809|9647|2031843|2031856,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,1,,0b4988f5-8798-5e57-80b2-392c89ae9232,2016-11-13T19:05:14Z,True,True,,3,Fuzzy match by canonical form,"Protalebrella brasiliensis (Baker, 1899)",1|0|0,0.75,Agave sisalana,2031856,
Pinnaspis strachani,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Pinnaspis|Pinnaspis strachani,1|54|216|809|4521|2086145|7663030,kingdom|phylum|class|order|family|genus|species,"Pinnaspis strachani (Cooley, 1899)",7663030,11,GBIF Backbone Taxonomy,24,0,,4bb1db57-718a-52fa-9032-e67c8e88b0c0,2016-11-13T21:15:06Z,True,True,,2,Exact match by canonical form,"Pinnaspis strachani Ferris & Rao, 1947",3|0|0,0.988,Agave sisalana,2086223,
Neotermes kanehirae,|Neotermes kanehirae,,kingdom|,,,169,uBio NameBank,24,0,urn:lsid:ubio.org:namebank:6055593,4a2f8798-6611-546a-b3e8-428ec8cafac8,2013-05-31T17:39:14Z,True,True,urn:lsid:ubio.org:namebank:6055593,1,Exact string match,Neotermes kanehirae,3|0|0,0.988,Agave sisalana,98972848,http://www.ubio.org/browser/details.php?namebankID=6055593
Agonoxena pyrogramma,Animalia|Arthropoda|Insecta|Lepidoptera|Agonoxenidae|Agonoxena|Agonoxena pyrogramma,1|54|216|797|4539|1853137|1853138,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,6f1cfd71-96fe-58f9-9181-9b2c57d506fc,2016-11-13T21:23:03Z,True,True,,2,Exact match by canonical form,"Agonoxena pyrogramma Meyrick, 1924",3|0|0,0.988,Agave sisalana,1853138,
Segestes unicolor,Animalia|Arthropoda|Insecta|Orthoptera|Tettigoniidae|Segestes|Segestes unicolor,1|54|216|1458|3991|1694654|1694658,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,3bcfd04e-6389-5647-bd7a-c7149456f658,2016-11-13T22:04:46Z,True,True,,2,Exact match by canonical form,"Segestes unicolor Redtenbacher, 1892",3|0|0,0.988,Agave sisalana,1694658,
Acanthograeffea denticulata,Animalia|Arthropoda|Insecta|Phasmida|Phasmatidae|Acanthograeffea|Acanthograeffea denticulata,1|54|216|1460|5108|1412320|1412321,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,bfc0c5eb-3c14-5581-b559-97204403baa8,2016-11-13T19:13:57Z,True,True,,2,Exact match by canonical form,"Acanthograeffea denticulata (Redtenbacher, 1908)",3|0|0,0.988,Agave sisalana,1412321,
Acanthograeffea modesta,Animalia|Arthropoda|Insecta|Phasmida|Phasmatidae|Acanthograeffea|Acanthograeffea modesta,1|54|216|1460|5108|1412320|1412323,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5d54cf48-024c-5ebe-adeb-fe521b6a4517,2016-11-13T19:12:22Z,True,True,,2,Exact match by canonical form,"Acanthograeffea modesta Günther, 1932",3|0|0,0.988,Agave sisalana,1412323,
Coffea,Plantae|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Coffea,6|7707728|220|412|8798|2895315,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,c50975fd-6374-5028-a65c-5e21e2b19b53,2016-11-13T22:34:45Z,True,True,,2,Exact match by canonical form,Coffea L.,1|0|0,0.75,Agave sisalana,2895315,
Hypothenemus hampei,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Hypothenemus|Hypothenemus hampei,1|54|216|1470|4239|1226155|7766801,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,da0d8eb0-8418-5469-a7e4-f7fbff52006c,2016-11-13T19:56:28Z,True,True,,2,Exact match by canonical form,"Hypothenemus hampei Wood & Bright, 1992",3|0|0,0.988,Agave sisalana,7766801,
Xyleborus morigerus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Xyleborus|Xyleborus morigerus,1|54|216|1470|4239|1232636|5020248,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d0e5655a-6b95-5492-a309-8b90d844bb8d,2016-11-13T19:50:05Z,True,True,,2,Exact match by canonical form,"Xyleborus morigerus Blandford, 1894b",3|0|0,0.988,Agave sisalana,5020248,
Saissetia oleae,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Saissetia|Saissetia miranda,1|54|216|809|6963|2091083|8259259,kingdom|phylum|class|order|family|genus|species,"Saissetia miranda (Cockerell & Parrott in Cockerell, 1899)",8259259,11,GBIF Backbone Taxonomy,24,0,,d60f740f-5a48-574a-a0da-0731e73b8564,2016-11-13T20:25:30Z,True,True,,2,Exact match by canonical form,"Saissetia oleae Sanders, 1909",3|0|0,0.988,Agave sisalana,5163435,
Chloropulvinaria psidii,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Pulvinaria|Pulvinaria psidii,1|54|216|809|6963|2091776|2091992,kingdom|phylum|class|order|family|genus|species,"Pulvinaria psidii Maskell, 1893",2091992,11,GBIF Backbone Taxonomy,24,0,,611e090b-3fbc-5319-ba25-9fb66311e4c5,2016-11-13T19:53:09Z,True,True,,2,Exact match by canonical form,"Chloropulvinaria psidii Borchsenius, 1957",3|0|0,0.988,Agave sisalana,2091993,
Duplaspidiotus tesseratus,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Duplaspidiotus|Duplaspidiotus tesseratus,1|54|216|809|4521|2084091|7908854,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,4b06a4dd-bb7f-5aaf-90fc-69d1b74b3a5a,2016-11-13T19:15:02Z,True,True,,2,Exact match by canonical form,"Duplaspidiotus tesseratus (Grandpré & Charmoy, 1899)",3|0|0,0.988,Agave sisalana,7908854,
Aleurodothrips fasciapennis,Animalia|Arthropoda|Insecta|Thysanoptera|Phlaeothripidae|Aleurodothrips|Aleurodothrips fasciapennis,1|54|216|1228|4386|1420196|1420197,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,f303a885-d5dd-5835-b5cc-a11ca607c563,2016-11-13T21:34:07Z,True,True,,2,Exact match by canonical form,"Aleurodothrips fasciapennis (Franklin, 1908)",3|0|0,0.988,Agave sisalana,1420197,
Karnyothrips melaleucus,Animalia|Arthropoda|Insecta|Thysanoptera|Phlaeothripidae|Karnyothrips|Karnyothrips melaleucus,1|54|216|1228|4386|1420159|1420160,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,2,,dfc02f9b-449b-5f74-b26f-7cf4f1c01c3e,2016-11-13T21:52:07Z,True,True,,3,Fuzzy match by canonical form,"Karnyothrips melaleucus (Bagnall, 1911)",1|0|0,0.75,Agave sisalana,1420160,
Gossypium,Plantae|Tracheophyta|Magnoliopsida|Malvales|Malvaceae|Gossypium,6|7707728|220|941|6685|3152652,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,6cfd5875-e46a-5a5c-8e76-529dfe577e0f,2016-11-13T21:22:10Z,True,True,,2,Exact match by canonical form,Gossypium L.,1|0|0,0.75,Agave sisalana,3152652,
Tetranychus cinnabarinus,Animalia|Arthropoda|Arachnida|Prostigmata|Tetranychidae|Tetranychus|Tetranychus urticae,1|54|367|372|6057|2130777|2130185,kingdom|phylum|class|order|family|genus|species,"Tetranychus urticae Koch, 1836",2130185,11,GBIF Backbone Taxonomy,24,0,,a150d9cb-a02f-5580-88ff-42fca0d1568f,2016-11-13T19:47:51Z,True,True,,2,Exact match by canonical form,"Tetranychus cinnabarinus (Boisduval, 1867)",3|0|0,0.988,Agave sisalana,2130191,
Oxycarenus bicolor,Animalia|Arthropoda|Insecta|Hemiptera|Lygaeidae|Oxycarenus|Oxycarenus bicolor,1|54|216|809|7888|4407280|4771134,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,f2620656-19d3-577a-a0fe-f14d3f6d3a2f,2016-11-13T19:33:52Z,True,True,,2,Exact match by canonical form,"Oxycarenus bicolor Fieber, 1852",3|0|0,0.988,Agave sisalana,4771134,
Sundapteryx biguttula,,,,,,168,Index to Organism Names,24,0,,4c56af8d-c06a-50c2-b286-138cb8cc380e,2012-02-09T17:14:49Z,True,True,,2,Exact match by canonical form,Sundapteryx biguttula (Ishida 1913),3|0|0,0.988,Agave sisalana,127467843,http://www.organismnames.com/details.htm?lsid=2112863
Anomis erosa,Animalia|Arthropoda|Insecta|Lepidoptera|Noctuidae|Anomis|Anomis erosa,1|54|216|797|7015|1784925|1785024,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e1763a84-94ea-5f39-b091-3ba43b480432,2016-11-13T23:08:23Z,True,True,,2,Exact match by canonical form,"Anomis erosa Hübner, 1818",3|0|0,0.988,Agave sisalana,1785024,
Diaphania indica,|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Pyraloidea|Crambidae|Spilomelinae|Diaphania|Diaphania indica,131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37573|268499|581380|390976|390977,|superkingdom||kingdom||||||phylum|||superclass|class|||subclass|infraclass|superorder|order|suborder|infraorder|parvorder|||superfamily|family|subfamily|genus|species,,,4,NCBI,24,0,,adf0a5dc-824b-59a5-9d02-cc42f911dd8a,2015-09-09T13:38:04Z,True,True,,1,Exact string match,Diaphania indica,3|0|0,0.988,Agave sisalana,390977,
Codiaeum variegatum,Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Euphorbiaceae|Codiaeum|Codiaeum variegatum,6|7707728|220|1414|4691|3071464|7754956,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,ff5d9c21-4871-5707-b64c-d2a2e241cec9,2016-11-13T22:58:25Z,True,True,,2,Exact match by canonical form,Codiaeum variegatum (L.) Blume,3|0|0,0.988,Agave sisalana,7754956,
Trigonops,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Trigonops,1|54|216|1470|4239|1225109,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,649f72d6-ea2c-5ac3-a7be-7666b8910b43,2016-11-13T19:58:08Z,True,True,,6,Could only match genus,"Trigonops Guérin-Ménéville, 1841",1|0|0,0.75,Agave sisalana,1225109,
Trigonops,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Trigonops,1|54|216|1470|4239|1225109,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,649f72d6-ea2c-5ac3-a7be-7666b8910b43,2016-11-13T19:58:08Z,True,True,,6,Could only match genus,"Trigonops Guérin-Ménéville, 1841",1|0|0,0.75,Agave sisalana,1225109,
Lepidosaphes tokionis,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes tokionis,1|54|216|809|4521|2088966|2089086,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,34318b76-6d10-5326-ab76-c71956734823,2016-11-13T22:05:49Z,True,True,,2,Exact match by canonical form,"Lepidosaphes tokionis (Kuwana, 1902)",3|0|0,0.988,Agave sisalana,2089086,
Achaea janata,Animalia|Arthropoda|Insecta|Lepidoptera|Noctuidae|Acanthodelta|Acanthodelta janata,1|54|216|797|7015|1761917|5109097,kingdom|phylum|class|order|family|genus|species,"Acanthodelta janata Linnaeus, 1758",5109097,11,GBIF Backbone Taxonomy,24,0,,a090cac3-c852-595d-b22c-3eac18a69546,2016-11-13T19:57:46Z,True,True,,2,Exact match by canonical form,Achaea janata (Linnaeus),3|0|0,0.988,Agave sisalana,5113950,
Cucurbitaceae,Plantae|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae,6|7707728|220|7224005|6634,kingdom|phylum|class|order|family,,,11,GBIF Backbone Taxonomy,24,0,,52bd9805-cb5b-5147-861e-712aeccf9cdc,2016-11-13T19:33:08Z,True,True,,1,Exact string match,Cucurbitaceae,1|0|0,0.75,Agave sisalana,6634,
Aulacophora,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Aulacophora,1|54|216|1470|7780|3260118,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,026311ae-c242-5ea8-aa6f-e68c32c02f77,2016-11-13T19:41:45Z,True,True,,6,Could only match genus,"Aulacophora Chevrolat in d'Orbigny, 1842",1|0|0,0.75,Agave sisalana,3260118,
Nanyozo viridilineatus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Nanyozo|Nanyozo viridilineatus,1|54|216|1470|4239|4744603|7733031,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9d033c52-a9c8-5291-8768-11975bc47c3b,2016-11-13T20:04:24Z,True,True,,2,Exact match by canonical form,"Nanyozo viridilineatus Kono, 1942",3|0|0,0.988,Agave sisalana,7733031,
Aulacophora marginalis,,,,,,168,Index to Organism Names,24,0,,9737fcbc-eb47-5acb-b22a-78772959c35d,2012-02-09T17:13:24Z,True,True,,2,Exact match by canonical form,Aulacophora marginalis Chapuis 1876,3|0|0,0.988,Agave sisalana,127367029,http://www.organismnames.com/details.htm?lsid=2012251
