accepted,acceptedKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,family,familyKey,genus,genusKey,issues,key,kingdom,kingdomKey,lastCrawled,lastInterpreted,modified,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,order,orderKey,origin,parent,parentKey,phylum,phylumKey,rank,remarks,scientificName,sourceTaxonKey,species,speciesKey,synonym,taxonID,taxonomicStatus,verbatimScientificName
,," (Boisduval, 1835)",,,Rhabdoscelus obscurus,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Rhabdoscelus,3263747.0,[],4291564,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:32:19.139+0000,,9711765,SCIENTIFIC,[],4291564.0,0,Coleoptera,1470,SOURCE,Rhabdoscelus,3263747,Arthropoda,54,SPECIES,,"Rhabdoscelus obscurus (Boisduval, 1835)",101781556,Rhabdoscelus obscurus,4291564.0,False,gbif:4291564,ACCEPTED,Rhabdoscelus obscurus
,,"Wood & Bright, 1992",,,Xyleborus perforans,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Xyleborus,1232636.0,[],5019910,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:32:44.932+0000,2016-07-28T14:15:49.452+0000,11916975,SCIENTIFIC,[],5019910.0,0,Coleoptera,1470,SOURCE,Xyleborus,1232636,Arthropoda,54,SPECIES,,"Xyleborus perforans Wood & Bright, 1992",109649551,Xyleborus perforans,5019910.0,False,gbif:5019910,DOUBTFUL,Xyleborus perforans
,," (Gory & Percheron, 1833)",,,Protaetia orientalis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cetoniidae,4204.0,Protaetia,1080110.0,[],1080311,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:36:39.986+0000,2016-07-28T13:55:12.631+0000,9246824,SCIENTIFIC,[],1080311.0,0,Coleoptera,1470,SOURCE,Protaetia,1080110,Arthropoda,54,SPECIES,,"Protaetia orientalis (Gory & Percheron, 1833)",117403358,Protaetia orientalis,1080311.0,False,gbif:1080311,ACCEPTED,Protaetia orientalis
,,"Marshall, G.A.K., 1931",,,Diocalandra frumenti,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Dryophthoridae,8494.0,Diocalandra,1169449.0,[],1169450,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:32:15.935+0000,2016-07-28T14:27:26.590+0000,3552371,SCIENTIFIC,[],1169450.0,0,Coleoptera,1470,SOURCE,Diocalandra,1169449,Arthropoda,54,SPECIES,,"Diocalandra frumenti Marshall, G.A.K., 1931",109651748,Diocalandra frumenti,1169450.0,False,gbif:1169450,DOUBTFUL,Diocalandra frumenti
,," (Linnaeus, 1758)","Scarabaeus rhinoceros Linnaeus, 1758",5811490.0,Oryctes rhinoceros,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Dynastidae,4205.0,Oryctes,1075895.0,['ORIGINAL_NAME_DERIVED'],4995642,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:36:18.300+0000,2016-07-28T13:51:19.030+0000,7938114,SCIENTIFIC,[],4995642.0,0,Coleoptera,1470,SOURCE,Oryctes,1075895,Arthropoda,54,SPECIES,,"Oryctes rhinoceros (Linnaeus, 1758)",117382914,Oryctes rhinoceros,4995642.0,False,gbif:4995642,ACCEPTED,Oryctes rhinoceros
,,"Green, 1925",,,Lepidosaphes laterochitinosa,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Lepidosaphes,2088966.0,[],2089321,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:37.917+0000,,6172353,SCIENTIFIC,[],2089321.0,0,Hemiptera,809,SOURCE,Lepidosaphes,2088966,Arthropoda,54,SPECIES,,"Lepidosaphes laterochitinosa Green, 1925",110095387,Lepidosaphes laterochitinosa,2089321.0,False,gbif:2089321,ACCEPTED,Lepidosaphes laterochitinosa
,,"Beardsley, 1975",,,Lepidosaphes similis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Lepidosaphes,2088966.0,[],2089035,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:37.969+0000,,6173098,SCIENTIFIC,[],2089035.0,0,Hemiptera,809,SOURCE,Lepidosaphes,2088966,Arthropoda,54,SPECIES,,"Lepidosaphes similis Beardsley, 1975",110095601,Lepidosaphes similis,2089035.0,False,gbif:2089035,ACCEPTED,Lepidosaphes similis
,," (Boisduval, 1867)",,,Cerataphis lataniae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aphididae,3042.0,Cerataphis,2074358.0,['ORIGINAL_NAME_DERIVED'],2074369,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:37.447+0000,,2197571,SCIENTIFIC,[],2074369.0,0,Hemiptera,809,SOURCE,Cerataphis,2074358,Arthropoda,54,SPECIES,,"Cerataphis lataniae (Boisduval, 1867)",116170112,Cerataphis lataniae,2074369.0,False,gbif:2074369,ACCEPTED,Cerataphis lataniae
,," (Bouché, 1851)",,,Pinnaspis buxi,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Pinnaspis,2086145.0,['ORIGINAL_NAME_DERIVED'],8038788,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:54.773+0000,,8761577,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Pinnaspis,2086145,Arthropoda,54,SPECIES,,"Pinnaspis buxi (Bouché, 1851)",110097369,Pinnaspis buxi,8038788.0,False,gbif:8038788,ACCEPTED,Pinnaspis buxi
,," (Cockerell, 1893)",,,Dysmicoccus brevipes,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Dysmicoccus,2092782.0,['ORIGINAL_NAME_DERIVED'],7672713,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:37.674+0000,,3779452,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Dysmicoccus,2092782,Arthropoda,54,SPECIES,,"Dysmicoccus brevipes (Cockerell, 1893)",110104337,Dysmicoccus brevipes,7672713.0,False,gbif:7672713,ACCEPTED,Dysmicoccus brevipes
,," (Ehrhorn, 1916)",,,Palmicultor palmarum,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Palmicultor,2093289.0,['ORIGINAL_NAME_DERIVED'],2093294,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:44.076+0000,,8079203,SCIENTIFIC,[],2093294.0,0,Hemiptera,809,SOURCE,Palmicultor,2093289,Arthropoda,54,SPECIES,,"Palmicultor palmarum (Ehrhorn, 1916)",110105648,Palmicultor palmarum,2093294.0,False,gbif:2093294,ACCEPTED,Palmicultor palmarum
,," (Curtis, 1843)",,,Parlatoria proteus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Parlatoria,2085650.0,['ORIGINAL_NAME_DERIVED'],7703477,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:48.169+0000,,8249372,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Parlatoria,2085650,Arthropoda,54,SPECIES,,"Parlatoria proteus (Curtis, 1843)",110097259,Parlatoria proteus,7703477.0,False,gbif:7703477,ACCEPTED,Parlatoria proteus
"Milviscutulus mangiferae (Green, 1889)",8123161.0,"Fernald, 1903",,,Coccus mangiferae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Milviscutulus,2091561.0,[],5163589,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:58.872+0000,,2664034,SCIENTIFIC,[],5163589.0,0,Hemiptera,809,SOURCE,Milviscutulus,2091561,Arthropoda,54,SPECIES,,"Coccus mangiferae Fernald, 1903",110088927,Milviscutulus mangiferae,8123161.0,True,gbif:5163589,SYNONYM,Coccus mangiferae
,," (Signoret, 1869)","Chionaspis aspidistrae Signoret, 1869",4290202.0,Pinnaspis aspidistrae,Insecta,216,a6c6cead-b5ce-4a4e-8cf5-1542ba708dec,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Pinnaspis,2086145.0,['ORIGINAL_NAME_DERIVED'],4290201,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:54.737+0000,,8761462,SCIENTIFIC,[],4290201.0,0,Hemiptera,809,SOURCE,Pinnaspis,2086145,Arthropoda,54,SPECIES,,"Pinnaspis aspidistrae (Signoret, 1869)",113841141,Pinnaspis aspidistrae,4290201.0,False,gbif:4290201,ACCEPTED,Pinnaspis aspidistrae
"Pseudaulacaspis cockerelli (Cooley, 1897)",2088910.0,"Robinson, 1917",,,Phenacaspis inday,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Pseudaulacaspis,2088694.0,[],2088921,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:48.650+0000,,8549281,SCIENTIFIC,[],2088921.0,0,Hemiptera,809,SOURCE,Pseudaulacaspis,2088694,Arthropoda,54,SPECIES,,"Phenacaspis inday Robinson, 1917",110097759,Pseudaulacaspis cockerelli,2088910.0,True,gbif:2088921,SYNONYM,Phenacaspis inday
,,"Meyrick, 1921",,,Agonoxena,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Agonoxenidae,4539.0,Agonoxena,1853137.0,[],1853137,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:29.776+0000,,341510,SCIENTIFIC,[],1853137.0,4,Lepidoptera,797,SOURCE,Agonoxenidae,4539,Arthropoda,54,GENUS,,"Agonoxena Meyrick, 1921",121129032,,,False,gbif:1853137,ACCEPTED,Agonoxena
,,"Herrich-Schäffer, 1853",,,Batrachedra,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Batrachedridae,4554.0,Batrachedra,1852917.0,[],1852917,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:29.128+0000,,1385365,SCIENTIFIC,[],1852917.0,130,Lepidoptera,797,SOURCE,Batrachedridae,4554,Arthropoda,54,GENUS,,"Batrachedra Herrich-Schäffer, 1853",121129497,,,False,gbif:1852917,ACCEPTED,Batrachedra
,," (Bouché, 1833)","Thrips haemorrhoidalis Bouché, 1833",4424033.0,Heliothrips haemorrhoidalis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Thripidae,4387.0,Heliothrips,1420794.0,['ORIGINAL_NAME_DERIVED'],1420795,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:13.372+0000,,5077241,SCIENTIFIC,[],1420795.0,0,Thysanoptera,1228,SOURCE,Heliothrips,1420794,Arthropoda,54,SPECIES,,"Heliothrips haemorrhoidalis (Bouché, 1833)",110695291,Heliothrips haemorrhoidalis,1420795.0,False,gbif:1420795,ACCEPTED,Heliothrips haemorrhoidalis
,,Fosberg (Parkinson),,,Artocarpus altilis,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Moraceae,6640.0,Artocarpus,2984563.0,['ORTHOGRAPHIC_VARIANT'],8571903,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:36:49.298+0000,,1014816,SCIENTIFIC,[],,0,Rosales,691,SOURCE,Artocarpus,2984563,Tracheophyta,7707728,SPECIES,Possible variant of Artocarpus altilis,Artocarpus altilis (Parkinson) Fosberg,120592813,Artocarpus altilis,8571903.0,False,gbif:8571903,ACCEPTED,Artocarpus altitis
,," (Fabricius, 1787)","Saperda unicolor Fabricius, 1801",1102710.0,Ceresium unicolor,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cerambycidae,5602.0,Ceresium,1104680.0,['ORIGINAL_NAME_DERIVED'],4293080,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:40:06.610+0000,,2234788,SCIENTIFIC,[],4293080.0,0,Coleoptera,1470,SOURCE,Ceresium,1104680,Arthropoda,54,SPECIES,,"Ceresium unicolor (Fabricius, 1787)",115989913,Ceresium unicolor,4293080.0,False,gbif:4293080,ACCEPTED,Ceresium unicolor
,,"Lacordaire, T., 1863",,,Aclees porosus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Curculionidae,4239.0,Aclees,1188295.0,['ORTHOGRAPHIC_VARIANT'],1188297,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:34:02.145+0000,2016-07-28T14:14:01.548+0000,150704,SCIENTIFIC,[],1188297.0,0,Coleoptera,1470,SOURCE,Aclees,1188295,Arthropoda,54,SPECIES,"Possible variant of Aclees porosus Pascoe, F.P., 1871","Aclees porosus Lacordaire, T., 1863",109572265,Aclees porosus,1188297.0,False,gbif:1188297,DOUBTFUL,Aclees porosus
"Bactrocera umbrosa (Fabricius, 1805)",7690887.0,"Fabricius, 1805",,,Dacus umbrosus,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tephritidae,3520.0,Bactrocera,1626510.0,[],1627255,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:02.887+0000,,3282583,SCIENTIFIC,[],1627255.0,0,Diptera,811,SOURCE,Bactrocera,1626510,Arthropoda,54,SPECIES,,"Dacus umbrosus Fabricius, 1805",101830099,Bactrocera umbrosa,7690887.0,True,gbif:1627255,SYNONYM,Dacus umbrosus
"Bactrocera frauenfeldi (Schiner, 1868)",5087454.0,"Schiner, 1868",,,Dacus frauenfeldi,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tephritidae,3520.0,Bactrocera,1626510.0,[],1627089,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:03.996+0000,,3283042,SCIENTIFIC,[],1627089.0,0,Diptera,811,SOURCE,Bactrocera,1626510,Arthropoda,54,SPECIES,,"Dacus frauenfeldi Schiner, 1868",101829800,Bactrocera frauenfeldi,5087454.0,True,gbif:1627089,SYNONYM,Dacus frauenfeldi
,," (Laing, 1929)",,,Andaspis punicae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Andaspis,2088598.0,['ORIGINAL_NAME_DERIVED'],7631004,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:47.456+0000,,642897,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Andaspis,2088598,Arthropoda,54,SPECIES,,"Andaspis punicae (Laing, 1929)",110090900,Andaspis punicae,7631004.0,False,gbif:7631004,ACCEPTED,Andaspis punicae
,,"De Lotto, 1959",,,Coccus moestus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Coccus,2049629.0,[],5163234,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:56.616+0000,,2664065,SCIENTIFIC,[],5163234.0,0,Hemiptera,809,SOURCE,Coccus,2049629,Arthropoda,54,SPECIES,,"Coccus moestus De Lotto, 1959",110087930,Coccus moestus,5163234.0,False,gbif:5163234,ACCEPTED,Coccus moestus
,," (Westwood, 1871)",,,Vinsonia stellifera,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Vinsonia,2091462.0,[],5163542,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:02.327+0000,,11786889,SCIENTIFIC,[],5163542.0,0,Hemiptera,809,SOURCE,Vinsonia,2091462,Arthropoda,54,SPECIES,,"Vinsonia stellifera (Westwood, 1871)",110090259,Vinsonia stellifera,5163542.0,False,gbif:5163542,ACCEPTED,Vinsonia stellifera
,," (Linnaeus, 1758)",,,Chrysomphalus aonidum,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Chrysomphalus,2083434.0,['ORIGINAL_NAME_DERIVED'],8026254,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:52.891+0000,,2464860,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Chrysomphalus,2083434,Arthropoda,54,SPECIES,,"Chrysomphalus aonidum (Linnaeus, 1758)",110092398,Chrysomphalus aonidum,8026254.0,False,gbif:8026254,ACCEPTED,Chrysomphalus aonidum
,," (Targioni Tozzetti, 1886)",,,Pseudaulacaspis pentagona,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Pseudaulacaspis,2088694.0,['ORIGINAL_NAME_DERIVED'],8321970,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:48.557+0000,,9314060,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Pseudaulacaspis,2088694,Arthropoda,54,SPECIES,,"Pseudaulacaspis pentagona (Targioni Tozzetti, 1886)",110097914,Pseudaulacaspis pentagona,8321970.0,False,gbif:8321970,ACCEPTED,Pseudaulacaspis pentagona
,," (Cockerell, 1905)",,,Planococcus lilacinus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Planococcus,2095382.0,['ORIGINAL_NAME_DERIVED'],5164205,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:37.287+0000,,8834758,SCIENTIFIC,[],5164205.0,0,Hemiptera,809,SOURCE,Planococcus,2095382,Arthropoda,54,SPECIES,,"Planococcus lilacinus (Cockerell, 1905)",110106613,Planococcus lilacinus,5164205.0,False,gbif:5164205,ACCEPTED,Planococcus lilacinus
,,"Beardsley, 1966",,,Pseudococcus marshallensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Pseudococcus,2081087.0,[],2095178,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:45.961+0000,,9343296,SCIENTIFIC,[],2095178.0,0,Hemiptera,809,SOURCE,Pseudococcus,2081087,Arthropoda,54,SPECIES,,"Pseudococcus marshallensis Beardsley, 1966",110106880,Pseudococcus marshallensis,2095178.0,False,gbif:2095178,ACCEPTED,Pseudococcus marshallensis
,,"Takahashi, 1936",,,Xenaleyrodes artocarpi,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aleyrodidae,4304.0,Xenaleyrodes,4771654.0,[],4771658,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:42.701+0000,,11883872,SCIENTIFIC,[],4771658.0,0,Hemiptera,809,SOURCE,Xenaleyrodes,4771654,Arthropoda,54,SPECIES,,"Xenaleyrodes artocarpi Takahashi, 1936",110072918,Xenaleyrodes artocarpi,4771658.0,False,gbif:4771658,ACCEPTED,Xenaleyrodes artocarpi
,," (Cockerell, 1892)",,,Asterolecanium pustulans,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Asterolecaniidae,3265514.0,Asterolecanium,2089594.0,['ORIGINAL_NAME_DERIVED'],4290170,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:28:59.054+0000,,1107774,SCIENTIFIC,[],4290170.0,0,Hemiptera,809,SOURCE,Asterolecanium,2089594,Arthropoda,54,SPECIES,,"Asterolecanium pustulans (Cockerell, 1892)",101866795,Asterolecanium pustulans,4290170.0,False,gbif:4290170,ACCEPTED,Asterolecanium pustulans
,,"Maskell, 1878",,,Icerya purchasi,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Margarodidae,8651.0,Icerya,2080538.0,[],2080592,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:05.549+0000,,5525867,SCIENTIFIC,[],2080592.0,0,Hemiptera,809,SOURCE,Icerya,2080538,Arthropoda,54,SPECIES,,"Icerya purchasi Maskell, 1878",110102101,Icerya purchasi,2080592.0,False,gbif:2080592,ACCEPTED,Icerya purchasi
,,"Metcalf, 1954",,,Phaciocephalus onoi,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Derbidae,4247.0,Phaciocephalus,2062148.0,[],2062150,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:46.836+0000,,8490170,SCIENTIFIC,[],2062150.0,0,Hemiptera,809,SOURCE,Phaciocephalus,2062148,Arthropoda,54,SPECIES,,"Phaciocephalus onoi Metcalf, 1954",110057845,Phaciocephalus onoi,2062150.0,False,gbif:2062150,ACCEPTED,Phaciocephalus onoi
,,"Beardsley, 1966",,,Pseudococcus trukensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Pseudococcus,2081087.0,[],2095136,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:46.128+0000,,9342334,SCIENTIFIC,[],2095136.0,0,Hemiptera,809,SOURCE,Pseudococcus,2081087,Arthropoda,54,SPECIES,,"Pseudococcus trukensis Beardsley, 1966",110106971,Pseudococcus trukensis,2095136.0,False,gbif:2095136,ACCEPTED,Pseudococcus trukensis
,,"Maskell, 1893",,,Ceroplastes rubens,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Ceroplastes,2092293.0,[],2092326,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:59.658+0000,,2248261,SCIENTIFIC,[],2092326.0,0,Hemiptera,809,SOURCE,Ceroplastes,2092293,Arthropoda,54,SPECIES,,"Ceroplastes rubens Maskell, 1893",110087690,Ceroplastes rubens,2092326.0,False,gbif:2092326,ACCEPTED,Ceroplastes rubens
,,L.,,,Brassica,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Brassicaceae,3112.0,Brassica,3042506.0,[],3042506,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:25:42.498+0000,,1637277,SCIENTIFIC,[],3042506.0,192,Brassicales,7225535,SOURCE,Brassicaceae,3112,Tracheophyta,7707728,GENUS,,Brassica L.,121260070,,,False,gbif:3042506,ACCEPTED,Brassica
,," (Riley, 1885)",,,Liriomyza brassicae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Agromyzidae,3329.0,Liriomyza,1553283.0,['ORIGINAL_NAME_DERIVED'],1553327,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:44:23.374+0000,,6382710,SCIENTIFIC,[],1553327.0,0,Diptera,811,SOURCE,Liriomyza,1553283,Arthropoda,54,SPECIES,,"Liriomyza brassicae (Riley, 1885)",109874937,Liriomyza brassicae,1553327.0,False,gbif:1553327,ACCEPTED,Liriomyza brassicae
,," (Kaltenbach, 1843)",,,Lipaphis erysimi,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Aphididae,3042.0,Lipaphis,2077142.0,['ORIGINAL_NAME_DERIVED'],2077143,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:44.223+0000,2016-07-28T16:23:42.944+0000,6371153,SCIENTIFIC,[],2077143.0,0,Hemiptera,809,SOURCE,Lipaphis,2077142,Arthropoda,54,SPECIES,,"Lipaphis erysimi (Kaltenbach, 1843)",116203746,Lipaphis erysimi,2077143.0,False,gbif:2077143,ACCEPTED,Lipaphis erysimi
,,"Ochsenheimer, 1816",,,Heliothis,Insecta,216,80b4b440-eaca-4860-aadf-d0dfdd3e856e,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Heliothis,7742506.0,[],7742506,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:50:04.354+0000,,5076681,SCIENTIFIC,[],,5,Lepidoptera,797,SOURCE,Noctuidae,7015,Arthropoda,54,GENUS,,"Heliothis Ochsenheimer, 1816",100075842,,,False,gbif:7742506,ACCEPTED,Heliothis zea
,,"Fabricius, 1781",,,Hellula undalis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Crambidae,8841.0,Hellula,1879396.0,['PUBLISHED_BEFORE_GENUS'],1879408,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:27.684+0000,,5086570,SCIENTIFIC,[],1879408.0,0,Lepidoptera,797,SOURCE,Hellula,1879396,Arthropoda,54,SPECIES,,"Hellula undalis Fabricius, 1781",110536447,Hellula undalis,1879408.0,False,gbif:1879408,ACCEPTED,Hellula undalis
,,"Linnaeus, 1767",,,Plutella xylostella,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Plutellidae,8860.0,Plutella,1831127.0,['PUBLISHED_BEFORE_GENUS'],1831136,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:09.269+0000,,8946569,SCIENTIFIC,[],1831136.0,0,Lepidoptera,797,SOURCE,Plutella,1831127,Arthropoda,54,SPECIES,,"Plutella xylostella Linnaeus, 1767",110574150,Plutella xylostella,1831136.0,False,gbif:1831136,ACCEPTED,Plutella xylostella
,,"Zeller, 1852",,,Crocidolomia binotalis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Crambidae,8841.0,Crocidolomia,1879334.0,[],1879345,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:51.263+0000,,3006689,SCIENTIFIC,[],1879345.0,0,Lepidoptera,797,SOURCE,Crocidolomia,1879334,Arthropoda,54,SPECIES,,"Crocidolomia binotalis Zeller, 1852",110534203,Crocidolomia binotalis,1879345.0,False,gbif:1879345,ACCEPTED,Crocidolomia binotalis
