accepted,acceptedKey,authorship,basionym,basionymKey,canonicalName,class,classKey,constituentKey,datasetKey,family,familyKey,genus,genusKey,issues,key,kingdom,kingdomKey,lastCrawled,lastInterpreted,modified,nameKey,nameType,nomenclaturalStatus,nubKey,numDescendants,order,orderKey,origin,parent,parentKey,phylum,phylumKey,rank,remarks,scientificName,sourceTaxonKey,species,speciesKey,synonym,taxonID,taxonomicStatus,verbatimScientificName
,," (Enderlein, 1911)","Trypeta lemniscata Enderlein, 1911",1621934.0,Euphranta lemniscata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tephritidae,3520.0,Euphranta,1621881.0,['ORIGINAL_NAME_DERIVED'],1621932,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:47:58.494+0000,,4289420,SCIENTIFIC,[],1621932.0,0,Diptera,811,SOURCE,Euphranta,1621881,Arthropoda,54,SPECIES,,"Euphranta lemniscata (Enderlein, 1911)",110055899,Euphranta lemniscata,1621932.0,False,gbif:1621932,ACCEPTED,Euphranta lemniscata
"Philophylla bisecta (Hardy & Adachi, 1956)",1622294.0,"Hardy & Adachi, 1956",,,Hendelina bisecta,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tephritidae,3520.0,Philophylla,1622281.0,[],1622295,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:05.910+0000,,5128683,SCIENTIFIC,[],1622295.0,0,Diptera,811,SOURCE,Philophylla,1622281,Arthropoda,54,SPECIES,,"Hendelina bisecta Hardy & Adachi, 1956",101834135,Philophylla bisecta,1622294.0,True,gbif:1622295,SYNONYM,Hendelina bisecta
,,"Usinger, 1946",,,Fulvius angustatus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Fulvius,2009917.0,[],7411079,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:42.875+0000,,4533639,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Fulvius,2009917,Arthropoda,54,SPECIES,,"Fulvius angustatus Usinger, 1946",117333883,Fulvius angustatus,7411079.0,False,gbif:7411079,ACCEPTED,Fulvius angustatus
,,Merr. (L.),,,Ananas comosus,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Bromeliaceae,3740.0,Ananas,2699430.0,[],5288819,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:46:26.679+0000,,614508,SCIENTIFIC,[],5288819.0,7,Poales,1369,SOURCE,Ananas,2699430,Tracheophyta,7707728,SPECIES,,Ananas comosus (L.) Merr.,111691635,Ananas comosus,5288819.0,False,gbif:5288819,ACCEPTED,Ananas comosus
,," (Kerner, 1778)",,,Diaspis bromeliae,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Diaspididae,4521.0,Diaspis,2087402.0,['ORIGINAL_NAME_DERIVED'],8075301,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:46.703+0000,,3462896,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Diaspis,2087402,Arthropoda,54,SPECIES,,"Diaspis bromeliae (Kerner, 1778)",110093542,Diaspis bromeliae,8075301.0,False,gbif:8075301,ACCEPTED,Diaspis bromeliae
,," (Le Guillou, 1841)",,,Teleogryllus oceanicus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Gryllidae,5925.0,Teleogryllus,1723420.0,[],1723426,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:43:24.121+0000,,11057503,SCIENTIFIC,[],1723426.0,0,Orthoptera,1458,SOURCE,Teleogryllus,1723420,Arthropoda,54,SPECIES,,"Teleogryllus oceanicus (Le Guillou, 1841)",116843742,Teleogryllus oceanicus,1723426.0,False,gbif:1723426,ACCEPTED,Teleogryllus oceanicus
,,L.,,,Punica granatum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Lythraceae,6684.0,Punica,3188663.0,[],5420901,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:34:12.110+0000,,9544211,SCIENTIFIC,[],5420901.0,0,Myrtales,690,SOURCE,Punica,3188663,Tracheophyta,7707728,SPECIES,,Punica granatum L.,120259519,Punica granatum,5420901.0,False,gbif:5420901,ACCEPTED,Punica granatum
,,L.,,,Solanum tuberosum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Solanaceae,7717.0,Solanum,2928997.0,[],2930262,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:37:31.170+0000,,10471333,SCIENTIFIC,[],2930262.0,17,Solanales,1176,SOURCE,Solanum,2928997,Tracheophyta,7707728,SPECIES,,Solanum tuberosum L.,112574235,Solanum tuberosum,2930262.0,False,gbif:2930262,ACCEPTED,Solanum tuberosum
,,L.,,,Raphanus sativus,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Brassicaceae,3112.0,Raphanus,3040962.0,[],7678610,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:25:03.587+0000,,9671813,SCIENTIFIC,[],,21,Brassicales,7225535,SOURCE,Raphanus,3040962,Tracheophyta,7707728,SPECIES,,Raphanus sativus L.,111980025,Raphanus sativus,7678610.0,False,gbif:7678610,ACCEPTED,Raphanus sativus
,,L.,,,Capsicum,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Solanaceae,7717.0,Capsicum,2932937.0,[],2932937,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:36:49.032+0000,,1969860,SCIENTIFIC,[],2932937.0,94,Solanales,1176,SOURCE,Solanaceae,7717,Tracheophyta,7707728,GENUS,,Capsicum L.,121260702,,,False,gbif:2932937,ACCEPTED,Capsicum
,,"Fieber, 1866",,,Chloriona,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Delphacidae,8498.0,Chloriona,2054377.0,[],2054377,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:49.442+0000,,2403781,SCIENTIFIC,[],2054377.0,27,Hemiptera,809,SOURCE,Delphacidae,8498,Arthropoda,54,GENUS,,"Chloriona Fieber, 1866",121157012,,,False,gbif:2054377,ACCEPTED,Chloriona formosella
,,L.,,,Oryza sativa,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Poaceae,3073.0,Oryza,2703455.0,[],2703459,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:44:02.882+0000,,7939734,SCIENTIFIC,[],2703459.0,0,Poales,1369,SOURCE,Oryza,2703455,Tracheophyta,7707728,SPECIES,,Oryza sativa L.,111770374,Oryza sativa,2703459.0,False,gbif:2703459,ACCEPTED,Oryza sativa
,," (Thunberg, 1783)",,,Leptocorisa acuta,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Alydidae,7875.0,Leptocorisa,4391705.0,['ORIGINAL_NAME_DERIVED'],4391707,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:47.958+0000,,6201256,SCIENTIFIC,[],4391707.0,0,Hemiptera,809,SOURCE,Leptocorisa,4391705,Arthropoda,54,SPECIES,,"Leptocorisa acuta (Thunberg, 1783)",120971782,Leptocorisa acuta,4391707.0,False,gbif:4391707,ACCEPTED,Leptocorixa acuta
,," (Horváth, 1899)",,,Sogatella furcifera,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Delphacidae,8498.0,Sogatella,2055863.0,['ORIGINAL_NAME_DERIVED'],4777382,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:45.225+0000,,10456735,SCIENTIFIC,[],4777382.0,0,Hemiptera,809,SOURCE,Sogatella,2055863,Arthropoda,54,SPECIES,,"Sogatella furcifera (Horváth, 1899)",109394252,Sogatella furcifera,4777382.0,False,gbif:4777382,ACCEPTED,Sogatella furcifera
,," (Motschulsky, 1859)",,,Nephotettix apicalis,Insecta,216,9ca92552-f23a-41a8-a140-01abaa31c931,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cicadellidae,9647.0,Nephotettix,2029376.0,[],4290058,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:43.088+0000,,7488589,SCIENTIFIC,[],4290058.0,0,Hemiptera,809,SOURCE,Nephotettix,2029376,Arthropoda,54,SPECIES,,"Nephotettix apicalis (Motschulsky, 1859)",101855168,Nephotettix apicalis,4290058.0,False,gbif:4290058,ACCEPTED,Nephotettix apicalis
,," (Stål, 1854)",,,Nilaparvata lugens,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Delphacidae,8498.0,Nilaparvata,2056616.0,['ORIGINAL_NAME_DERIVED'],2056628,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:48.030+0000,,7535238,SCIENTIFIC,[],2056628.0,0,Hemiptera,809,SOURCE,Nilaparvata,2056616,Arthropoda,54,SPECIES,,"Nilaparvata lugens (Stål, 1854)",112651580,Nilaparvata lugens,2056628.0,False,gbif:2056628,ACCEPTED,Nilaparvata lugens
"Sthenaridea rufescens (Poppius, 1915)",4776488.0,"Usinger, 1946",,,Orthotylellus pallescens,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Sthenaridea,2010229.0,[],4776492,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:10.971+0000,,7934692,SCIENTIFIC,[],4776492.0,0,Hemiptera,809,SOURCE,Sthenaridea,2010229,Arthropoda,54,SPECIES,,"Orthotylellus pallescens Usinger, 1946",107125567,Sthenaridea rufescens,4776488.0,True,gbif:4776492,SYNONYM,Orthotylellus pallescens
,,"Reuter, 1908",,,Proboscidocoris malayus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Miridae,4319.0,Proboscidocoris,4776724.0,[],6130202,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:29:53.363+0000,,9199352,SCIENTIFIC,[],6130202.0,0,Hemiptera,809,SOURCE,Proboscidocoris,4776724,Arthropoda,54,SPECIES,,"Proboscidocoris malayus Reuter, 1908",116815773,Proboscidocoris malayus,6130202.0,False,gbif:6130202,ACCEPTED,Proboscidocoris malayus
,,"Fabricius, 1775",,,Grammodes geometrica,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Grammodes,1786955.0,['PUBLISHED_BEFORE_GENUS'],1787009,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:08.097+0000,,4826317,SCIENTIFIC,[],1787009.0,0,Lepidoptera,797,SOURCE,Grammodes,1786955,Arthropoda,54,SPECIES,,"Grammodes geometrica Fabricius, 1775",110469541,Grammodes geometrica,1787009.0,False,gbif:1787009,ACCEPTED,Grammarodes geometrica
,,"Schrank, 1802",,,Nymphula,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Crambidae,8841.0,Nymphula,1884090.0,[],1884090,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:52:27.247+0000,,7652178,SCIENTIFIC,[],1884090.0,100,Lepidoptera,797,SOURCE,Crambidae,8841,Arthropoda,54,GENUS,,"Nymphula Schrank, 1802",120951251,,,False,gbif:1884090,ACCEPTED,Nymphula fluctuosalis
,,"Ochsenheimer, 1816",,,Mythimna,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Noctuidae,7015.0,Mythimna,1767644.0,[],1767644,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:50:45.935+0000,,7314519,SCIENTIFIC,[],1767644.0,78,Lepidoptera,797,SOURCE,Noctuidae,7015,Arthropoda,54,GENUS,,"Mythimna Ochsenheimer, 1816",121053375,,,False,gbif:1767644,ACCEPTED,Mythimna loreyi
,,"Marumo, 1930",,,Susumia,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,,,Susumia,4688458.0,['NO_SPECIES'],4688458,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:48:09.234+0000,,10886322,SCIENTIFIC,[],4688458.0,0,Lepidoptera,797,SOURCE,Lepidoptera,797,Arthropoda,54,GENUS,,"Susumia Marumo, 1930",107508602,,,False,gbif:4688458,DOUBTFUL,Susumia exigua
,," (Thunberg, 1815)","Conocephalus nasutus Thunberg, 1815",5096923.0,Euconocephalus nasutus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tettigoniidae,3991.0,Euconocephalus,1689406.0,['ORIGINAL_NAME_DERIVED'],1689407,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:55.895+0000,,4204678,SCIENTIFIC,[],1689407.0,0,Orthoptera,1458,SOURCE,Euconocephalus,1689406,Arthropoda,54,SPECIES,,"Euconocephalus nasutus (Thunberg, 1815)",116822220,Euconocephalus nasutus,1689407.0,False,gbif:1689407,ACCEPTED,Euconocephalus nasutus
,,"Priesner, 1930",,,Bolacidothrips,Insecta,216,0938172b-2086-439c-a1dd-c21cb0109ed5,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Thripidae,4387.0,Bolacidothrips,4799778.0,['NO_SPECIES'],4799778,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:10.225+0000,,1525398,SCIENTIFIC,[],4799778.0,0,Thysanoptera,1228,SOURCE,Thripidae,4387,Arthropoda,54,GENUS,,"Bolacidothrips Priesner, 1930",107591827,,,False,gbif:4799778,DOUBTFUL,Bolacidothrips orizae
,,L.,,,Rosa,Magnoliopsida,220,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Rosaceae,5015.0,Rosa,8395064.0,[],8395064,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:38:10.775+0000,,9881564,SCIENTIFIC,[],,3801,Rosales,691,SOURCE,Rosaceae,5015,Tracheophyta,7707728,GENUS,,Rosa L.,121262367,,,False,gbif:8395064,ACCEPTED,Rosa
,,Parkinson,,,Pandanus,Liliopsida,196,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pandanaceae,3737.0,Pandanus,8404076.0,[],8404076,Plantae,6,2016-07-25T16:54:25.896+0000,2016-07-25T16:46:19.229+0000,,8092395,SCIENTIFIC,[],,795,Pandanales,554,SOURCE,Pandanaceae,3737,Tracheophyta,7707728,GENUS,,Pandanus Parkinson,121038103,,,False,gbif:8404076,ACCEPTED,Pandanus
,,"Guérin in Duperry, 1838",,,Oxycephala,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Oxycephala,3262827.0,[],3262827,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:47.330+0000,,7994934,SCIENTIFIC,[],3262827.0,1,Coleoptera,1470,SOURCE,Chrysomelidae,7780,Arthropoda,54,GENUS,,"Oxycephala Guérin in Duperry, 1838",120935783,,,False,gbif:3262827,ACCEPTED,Oxycephala pandani
,,"Guérin in Duperry, 1838",,,Oxycephala,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Chrysomelidae,7780.0,Oxycephala,3262827.0,[],3262827,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:42:47.330+0000,,7994934,SCIENTIFIC,[],3262827.0,1,Coleoptera,1470,SOURCE,Chrysomelidae,7780,Arthropoda,54,GENUS,,"Oxycephala Guérin in Duperry, 1838",120935783,,,False,gbif:3262827,ACCEPTED,Oxycephala spaethi
,," (Cockerell, 1895)",,,Laminicoccus pandani,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Laminicoccus,2094713.0,['ORIGINAL_NAME_DERIVED'],2094721,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:40.010+0000,,5980860,SCIENTIFIC,[],2094721.0,0,Hemiptera,809,SOURCE,Laminicoccus,2094713,Arthropoda,54,SPECIES,,"Laminicoccus pandani (Cockerell, 1895)",110105125,Laminicoccus pandani,2094721.0,False,gbif:2094721,ACCEPTED,Laminicoccus pandani
,," (Takahashi, 1941)",,,Turbinococcus pandanicola,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Turbinococcus,2095025.0,['ORIGINAL_NAME_DERIVED'],2095026,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:36.575+0000,,11560980,SCIENTIFIC,[],2095026.0,0,Hemiptera,809,SOURCE,Turbinococcus,2095025,Arthropoda,54,SPECIES,,"Turbinococcus pandanicola (Takahashi, 1941)",110108192,Turbinococcus pandanicola,2095026.0,False,gbif:2095026,ACCEPTED,Turbinococcus pandanicola
,,"Fennah, 1956",,,Myndus irreptor,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cixiidae,8470.0,Myndus,2058165.0,[],7666701,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:36.077+0000,,7275037,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Myndus,2058165,Arthropoda,54,SPECIES,,"Myndus irreptor Fennah, 1956",110926474,Myndus irreptor,7666701.0,False,gbif:7666701,ACCEPTED,Myndus irreptor
,,"Muir, 1923",,,Myndus palawanensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cixiidae,8470.0,Myndus,2058165.0,[],2058206,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:36.197+0000,,7275127,SCIENTIFIC,[],2058206.0,0,Hemiptera,809,SOURCE,Myndus,2058165,Arthropoda,54,SPECIES,,"Myndus palawanensis Muir, 1923",110049833,Myndus palawanensis,2058206.0,False,gbif:2058206,ACCEPTED,Myndus palawanensis
,,"Metcalf, 1946",,,Swezeyaria viridana,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Tropiduchidae,2232.0,Swezeyaria,2061070.0,[],2061071,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:36.204+0000,,10893967,SCIENTIFIC,[],2061071.0,0,Hemiptera,809,SOURCE,Swezeyaria,2061070,Arthropoda,54,SPECIES,,"Swezeyaria viridana Metcalf, 1946",115773910,Swezeyaria viridana,2061071.0,False,gbif:2061071,ACCEPTED,Swezeyaria viridana
"Scalabis punctatella (Melichar, 1906)",2051239.0,"Melichar, 1906",,,Capelopterum punctatellum,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Nogodinidae,2233.0,Scalabis,2051230.0,[],2051240,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:12.200+0000,,1958393,SCIENTIFIC,[],2051240.0,0,Hemiptera,809,SOURCE,Scalabis,2051230,Arthropoda,54,SPECIES,,"Capelopterum punctatellum Melichar, 1906",109386534,Scalabis punctatella,2051239.0,True,gbif:2051240,SYNONYM,Capelopterum punctatellum
,,"Takahashi, 1939",,,Neosimmondsia esakii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Neosimmondsia,2093386.0,[],2093388,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:38.521+0000,,7472070,SCIENTIFIC,[],2093388.0,0,Hemiptera,809,SOURCE,Neosimmondsia,2093386,Arthropoda,54,SPECIES,,"Neosimmondsia esakii Takahashi, 1939",110105433,Neosimmondsia esakii,2093388.0,False,gbif:2093388,ACCEPTED,Neosimmondsia esakii
,,"Metcalf, 1946",,,Myndus bifurcata,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cixiidae,8470.0,Myndus,2058165.0,[],2058188,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:36.053+0000,,7274947,SCIENTIFIC,[],2058188.0,0,Hemiptera,809,SOURCE,Myndus,2058165,Arthropoda,54,SPECIES,,"Myndus bifurcata Metcalf, 1946",110140814,Myndus bifurcata,2058188.0,False,gbif:2058188,ACCEPTED,Myndus bifurcatus
,,"Beardsley, 1966",,,Paralecanium carolinensis,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Coccidae,6963.0,Paralecanium,2091272.0,[],2091316,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:00.979+0000,,8176625,SCIENTIFIC,[],2091316.0,0,Hemiptera,809,SOURCE,Paralecanium,2091272,Arthropoda,54,SPECIES,,"Paralecanium carolinensis Beardsley, 1966",110089059,Paralecanium carolinensis,2091316.0,False,gbif:2091316,ACCEPTED,Paralecanium carolinensis
,," (Takahashi, 1939)",,,Pandanicola pandani,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Pandanicola,2093279.0,['ORIGINAL_NAME_DERIVED'],8303652,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:47.293+0000,,8092281,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Pandanicola,2093279,Arthropoda,54,SPECIES,,"Pandanicola pandani (Takahashi, 1939)",110105667,Pandanicola pandani,8303652.0,False,gbif:8303652,ACCEPTED,Pandanicola pandani
,,"Fennah, 1956",,,Nesorhamma chalcas,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Derbidae,4247.0,Nesorhamma,2061608.0,[],2061609,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:44.126+0000,,7512612,SCIENTIFIC,[],2061609.0,0,Hemiptera,809,SOURCE,Nesorhamma,2061608,Arthropoda,54,SPECIES,,"Nesorhamma chalcas Fennah, 1956",110146068,Nesorhamma chalcas,2061609.0,False,gbif:2061609,ACCEPTED,Nesorhamma chalcas
,,"Fennah, 1956",,,Myndus dibaphus,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cixiidae,8470.0,Myndus,2058165.0,[],7532763,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:35.981+0000,,7274990,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Myndus,2058165,Arthropoda,54,SPECIES,,"Myndus dibaphus Fennah, 1956",115777860,Myndus dibaphus,7532763.0,False,gbif:7532763,ACCEPTED,Myndus dibaphus
"Laminicoccus pandanicola (Takahashi, 1939)",2094719.0,"Takahashi, 1939",,,Pseudococcus pandanicola,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Laminicoccus,2094713.0,[],2094720,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:40.041+0000,,9341642,SCIENTIFIC,[],2094720.0,0,Hemiptera,809,SOURCE,Laminicoccus,2094713,Arthropoda,54,SPECIES,,"Pseudococcus pandanicola Takahashi, 1939",110105133,Laminicoccus pandanicola,2094719.0,True,gbif:2094720,SYNONYM,Pseudococcus pandanicola
,,"Metcalf, 1946",,,Batracomorphus atrifrons,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cicadellidae,9647.0,Batracomorphus,2040599.0,[],2040930,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:08.270+0000,2016-07-28T13:33:31.467+0000,1388582,SCIENTIFIC,[],2040930.0,0,Hemiptera,809,SOURCE,Batracomorphus,2040599,Arthropoda,54,SPECIES,,"Batracomorphus atrifrons Metcalf, 1946",110139894,Batracomorphus atrifrons,2040930.0,False,gbif:2040930,ACCEPTED,Batrachomorphus atrifrons
,," (Takahashi, 1942)",,,Pandanicola esakii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pseudococcidae,4534.0,Pandanicola,2093279.0,['ORIGINAL_NAME_DERIVED'],7980864,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:31:47.285+0000,,8092277,SCIENTIFIC,[],,0,Hemiptera,809,SOURCE,Pandanicola,2093279,Arthropoda,54,SPECIES,,"Pandanicola esakii (Takahashi, 1942)",110105664,Pandanicola esakii,7980864.0,False,gbif:7980864,ACCEPTED,Pandanicola esakii
,," (Stål, 1859)",,,Armacia clara,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ricaniidae,5947.0,Armacia,2057559.0,['ORIGINAL_NAME_DERIVED'],2057572,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:30:34.332+0000,,969987,SCIENTIFIC,[],2057572.0,0,Hemiptera,809,SOURCE,Armacia,2057559,Arthropoda,54,SPECIES,,"Armacia clara (Stål, 1859)",111243928,Armacia clara,2057572.0,False,gbif:2057572,ACCEPTED,Armacia clara
,,"Meyrick, 1914",,,Trissodoris,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Cosmopterigidae,8839.0,Trissodoris,1842650.0,[],1842650,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:51:34.588+0000,,11491956,SCIENTIFIC,[],1842650.0,4,Lepidoptera,797,SOURCE,Cosmopterigidae,8839,Arthropoda,54,GENUS,,"Trissodoris Meyrick, 1914",121058764,,,False,gbif:1842650,ACCEPTED,Trissodoris guamensis
,,"Kirby, 1896",,,Megacrania batesii,Insecta,216,7ddf754f-d193-4cc9-b351-99906754a03b,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Phasmatidae,5108.0,Megacrania,1413754.0,[],1413767,Animalia,1,2016-07-25T16:54:25.896+0000,2016-07-25T15:53:58.331+0000,,6770705,SCIENTIFIC,[],1413767.0,0,Phasmida,1460,SOURCE,Megacrania,1413754,Arthropoda,54,SPECIES,,"Megacrania batesii Kirby, 1896",121143127,Megacrania batesii,1413767.0,False,gbif:1413767,ACCEPTED,Megacrania batesii
